image_name,ra_deg,dec_deg,orientation_class,full_image_path,full_star_map_path
stars-000.png,0.0,-90.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-000.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-000_star_map.json
stars-001.png,0.0,-85.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-001.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-001_star_map.json
stars-002.png,0.0,-80.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-002.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-002_star_map.json
stars-003.png,0.0,-75.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-003.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-003_star_map.json
stars-004.png,0.0,-70.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-004.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-004_star_map.json
stars-005.png,0.0,-65.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-005.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-005_star_map.json
stars-006.png,0.0,-60.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-006.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-006_star_map.json
stars-007.png,0.0,-55.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-007.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-007_star_map.json
stars-008.png,0.0,-50.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-008.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-008_star_map.json
stars-009.png,0.0,-45.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-009.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-009_star_map.json
stars-010.png,0.0,-40.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-010.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-010_star_map.json
stars-011.png,0.0,-35.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-011.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-011_star_map.json
stars-012.png,0.0,-30.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-012.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-012_star_map.json
stars-013.png,0.0,-25.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-013.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-013_star_map.json
stars-014.png,0.0,-20.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-014.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-014_star_map.json
stars-015.png,0.0,-15.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-015.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-015_star_map.json
stars-016.png,0.0,-10.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-016.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-016_star_map.json
stars-017.png,0.0,-5.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-017.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-017_star_map.json
stars-018.png,0.0,0.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-018.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-018_star_map.json
stars-019.png,0.0,5.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-019.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-019_star_map.json
stars-020.png,0.0,10.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-020.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-020_star_map.json
stars-021.png,0.0,15.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-021.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-021_star_map.json
stars-022.png,0.0,20.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-022.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-022_star_map.json
stars-023.png,0.0,25.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-023.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-023_star_map.json
stars-024.png,0.0,30.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-024.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-024_star_map.json
stars-025.png,0.0,35.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-025.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-025_star_map.json
stars-026.png,0.0,40.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-026.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-026_star_map.json
stars-027.png,0.0,45.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-027.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-027_star_map.json
stars-028.png,0.0,50.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-028.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-028_star_map.json
stars-029.png,0.0,55.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-029.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-029_star_map.json
stars-030.png,0.0,60.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-030.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-030_star_map.json
stars-031.png,0.0,65.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-031.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-031_star_map.json
stars-032.png,0.0,70.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-032.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-032_star_map.json
stars-033.png,0.0,75.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-033.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-033_star_map.json
stars-034.png,0.0,80.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-034.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-034_star_map.json
stars-035.png,0.0,85.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-035.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-035_star_map.json
stars-036.png,5.0,-90.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-036.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-036_star_map.json
stars-037.png,5.0,-85.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-037.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-037_star_map.json
stars-038.png,5.0,-80.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-038.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-038_star_map.json
stars-039.png,5.0,-75.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-039.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-039_star_map.json
stars-040.png,5.0,-70.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-040.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-040_star_map.json
stars-041.png,5.0,-65.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-041.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-041_star_map.json
stars-042.png,5.0,-60.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-042.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-042_star_map.json
stars-043.png,5.0,-55.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-043.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-043_star_map.json
stars-044.png,5.0,-50.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-044.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-044_star_map.json
stars-045.png,5.0,-45.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-045.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-045_star_map.json
stars-046.png,5.0,-40.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-046.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-046_star_map.json
stars-047.png,5.0,-35.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-047.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-047_star_map.json
stars-048.png,5.0,-30.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-048.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-048_star_map.json
stars-049.png,5.0,-25.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-049.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-049_star_map.json
stars-050.png,5.0,-20.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-050.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-050_star_map.json
stars-051.png,5.0,-15.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-051.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-051_star_map.json
stars-052.png,5.0,-10.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-052.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-052_star_map.json
stars-053.png,5.0,-5.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-053.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-053_star_map.json
stars-054.png,5.0,0.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-054.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-054_star_map.json
stars-055.png,5.0,5.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-055.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-055_star_map.json
stars-056.png,5.0,10.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-056.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-056_star_map.json
stars-057.png,5.0,15.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-057.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-057_star_map.json
stars-058.png,5.0,20.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-058.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-058_star_map.json
stars-059.png,5.0,25.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-059.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-059_star_map.json
stars-060.png,5.0,30.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-060.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-060_star_map.json
stars-061.png,5.0,35.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-061.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-061_star_map.json
stars-062.png,5.0,40.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-062.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-062_star_map.json
stars-063.png,5.0,45.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-063.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-063_star_map.json
stars-064.png,5.0,50.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-064.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-064_star_map.json
stars-065.png,5.0,55.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-065.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-065_star_map.json
stars-066.png,5.0,60.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-066.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-066_star_map.json
stars-067.png,5.0,65.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-067.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-067_star_map.json
stars-068.png,5.0,70.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-068.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-068_star_map.json
stars-069.png,5.0,75.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-069.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-069_star_map.json
stars-070.png,5.0,80.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-070.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-070_star_map.json
stars-071.png,5.0,85.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-071.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-071_star_map.json
