image_name,ra_deg,dec_deg,orientation_class,full_image_path,full_star_map_path
stars-0000.jpg,0.0,-90.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0000.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0000_star_map.json
stars-0001.jpg,0.0,-85.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0001.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0001_star_map.json
stars-0002.jpg,0.0,-80.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0002.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0002_star_map.json
stars-0003.jpg,0.0,-75.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0003.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0003_star_map.json
stars-0004.jpg,0.0,-70.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0004.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0004_star_map.json
stars-0005.jpg,0.0,-65.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0005.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0005_star_map.json
stars-0006.jpg,0.0,-60.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0006.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0006_star_map.json
stars-0007.jpg,0.0,-55.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0007.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0007_star_map.json
stars-0008.jpg,0.0,-50.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0008.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0008_star_map.json
stars-0009.jpg,0.0,-45.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0009.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0009_star_map.json
stars-0010.jpg,0.0,-40.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0010.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0010_star_map.json
stars-0011.jpg,0.0,-35.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0011.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0011_star_map.json
stars-0012.jpg,0.0,-30.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0012.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0012_star_map.json
stars-0013.jpg,0.0,-25.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0013.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0013_star_map.json
stars-0014.jpg,0.0,-20.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0014.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0014_star_map.json
stars-0015.jpg,0.0,-15.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0015.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0015_star_map.json
stars-0016.jpg,0.0,-10.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0016.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0016_star_map.json
stars-0017.jpg,0.0,-5.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0017.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0017_star_map.json
stars-0018.jpg,0.0,0.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0018.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0018_star_map.json
stars-0019.jpg,0.0,5.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-0019.jpg,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-0019_star_map.json
